timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2023-04-15T21:30:37,codecarbon,0e051714-2075-4603-ac98-a0784de270f8,0.0025599002838134766,5.303777218055161e-09,0.0020718686784760762,42.5,0.0,4.6374406814575195,2.4701489342583552e-08,0,1.136671699555336e-09,2.5838161042138888e-08,United States,USA,california,,,Linux-5.10.16.3-microsoft-standard-WSL2-x86_64-with-glibc2.31,3.9.12,4,Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz,,,-122.1355,37.9845,12.366508483886719,machine,N
